0.0,1.0
0.01,0.9827672327672328
0.02,0.9642857142857143
0.03,0.9473026973026973
0.04,0.9280719280719281
0.05,0.9092157842157842
0.06,0.8921078921078921
0.07,0.8735014985014985
0.08,0.8581418581418582
0.09,0.8411588411588412
0.1,0.8215534465534465
0.11,0.801948051948052
0.12,0.7870879120879121
0.13,0.7706043956043956
0.14,0.7543706293706294
0.15,0.7326423576423576
0.16,0.7144105894105894
0.17,0.695929070929071
0.18,0.676948051948052
0.19,0.6595904095904096
0.2,0.6342407592407593
0.21,0.6133866133866134
0.22,0.5896603396603397
0.23,0.5714285714285714
0.24,0.5534465534465535
0.25,0.52997002997003
0.26,0.5168581418581418
0.27,0.49962537462537465
0.28,0.47677322677322675
0.29,0.45454545454545453
0.3,0.4333166833166833
0.31,0.41383616383616384
0.32,0.38986013986013984
0.33,0.3693806193806194
0.34,0.3442807192807193
0.35000000000000003,0.3174325674325674
0.36,0.29532967032967034
0.37,0.2703546453546454
0.38,0.2573676323676324
0.39,0.23676323676323677
0.4,0.21353646353646355
0.41000000000000003,0.16808191808191808
0.42,0.15272227772227773
0.43,0.07417582417582418
0.44,0.05007492507492507
0.45,0.036338661338661336
0.46,0.030969030969030968
0.47000000000000003,0.03071928071928072
0.48,0.019230769230769232
0.49,0.018231768231768232
0.5,0.013486513486513486
0.51,0.013111888111888112
0.52,0.01073926073926074
0.53,0.01048951048951049
0.54,0.01048951048951049
0.55,0.01023976023976024
0.56,0.005744255744255744
0.5700000000000001,0.004495504495504496
0.58,0.004120879120879121
0.59,0.0037462537462537465
0.6,0.0037462537462537465
0.61,0.0037462537462537465
0.62,0.0033716283716283715
0.63,0.003121878121878122
0.64,0.002872127872127872
0.65,0.002872127872127872
0.66,0.002872127872127872
0.67,0.002872127872127872
0.68,0.002872127872127872
0.6900000000000001,0.002872127872127872
0.7000000000000001,0.002872127872127872
0.71,0.0018731268731268732
0.72,0.0017482517482517483
0.73,0.0017482517482517483
0.74,0.0017482517482517483
0.75,0.0017482517482517483
0.76,0.0017482517482517483
0.77,0.0017482517482517483
0.78,0.0017482517482517483
0.79,0.0017482517482517483
0.8,0.0012487512487512488
0.81,0.001123876123876124
0.8200000000000001,0.001123876123876124
0.8300000000000001,0.001123876123876124
0.84,0.0007492507492507493
0.85,0.0007492507492507493
0.86,0.0007492507492507493
0.87,0.0007492507492507493
0.88,0.0007492507492507493
0.89,0.0007492507492507493
0.9,0.0007492507492507493
0.91,0.0007492507492507493
0.92,0.0007492507492507493
0.93,0.0006243756243756244
0.9400000000000001,0.0006243756243756244
0.9500000000000001,0.0006243756243756244
0.96,0.0006243756243756244
0.97,0.0003746253746253746
0.98,0.0003746253746253746
0.99,0.00024975024975024975
